編號,圖層,顏色,街廓編號,分區代碼,分區簡稱,使用分區
885,11,3,,B,商,商業區
886,11,3,,B,商,商業區
887,11,3,,B,商,商業區
888,11,3,,B,商,商業區
889,53,3,,D7,資產專用區,資訊產業專用區
890,53,3,,D7,資產專用區,資訊產業專用區
891,53,3,,D7,資產專用區,資訊產業專用區
892,53,3,,D7,資產專用區,資訊產業專用區
893,53,3,,D7,資產專用區,資訊產業專用區
894,53,3,,D7,資產專用區,資訊產業專用區
895,11,3,,B,商,商業區
896,11,3,,B,商,商業區
897,11,3,,B,商,商業區
898,10,4,,R,住,住宅區
899,11,3,,B,商,商業區
900,10,4,,R,住,住宅區
901,10,4,,R,住,住宅區
902,10,4,,R,住,住宅區
903,10,4,,R,住,住宅區
904,10,4,,R,住,住宅區
905,10,4,,R,住,住宅區
906,11,3,,B,商,商業區
907,11,3,,B,商,商業區
908,11,3,,B,商,商業區
909,11,3,,B,商,商業區
910,10,4,,R,住,住宅區
911,10,4,,R,住,住宅區
912,10,4,,R,住,住宅區
913,30,15,,K3,古蹟區,古蹟保存區
914,20,3,,BAH,聯合開發,聯合開發區
915,29,13,,G,行政,行政區
916,20,3,,BAI,捷運開發,捷運開發區
917,10,4,,R,住,住宅區
918,10,4,,R,住,住宅區
919,29,13,,G,行政,行政區
920,29,13,,G,行政,行政區
921,11,3,,B,商,商業區
922,11,3,,B,商,商業區
923,30,3,,K5,聚落專用,聚落風貌保存專用區
924,30,15,,K,保存,保存區
925,30,3,,K5,聚落專用,聚落風貌保存專用區
926,30,15,,K,保存,保存區
927,10,4,,R,住,住宅區
928,10,4,,R,住,住宅區
929,11,3,,B,商,商業區
930,20,3,,BAI,捷運開發,捷運開發區
931,10,4,,R,住,住宅區
932,10,4,,R,住,住宅區
933,11,3,,B,商,商業區
934,10,4,,R,住,住宅區
935,11,3,,B,商,商業區
936,11,3,,B,商,商業區
937,10,4,,R,住,住宅區
938,10,4,,R,住,住宅區
939,10,4,,R,住,住宅區
940,10,4,,R,住,住宅區
941,11,3,,B,商,商業區
942,11,3,,B,商,商業區
943,10,4,,R,住,住宅區
944,10,4,,R,住,住宅區
945,10,4,,R,住,住宅區
946,53,9,,D16,科專,科技產業專用區
947,53,9,,D16,科專,科技產業專用區
948,53,9,,D16,科專,科技產業專用區
949,53,9,,D16,科專,科技產業專用區
950,10,4,,R,住,住宅區
951,10,4,,R,住,住宅區
952,11,3,,B,商,商業區
953,11,3,,B,商,商業區
954,10,4,,R,住,住宅區
955,10,4,,R,住,住宅區
956,26,10,,C,文教,文教區
957,47,50,,T,保,保護區
958,47,50,,T,保,保護區
959,10,4,,R,住,住宅區
960,49,7,,PFB2,水利設施,水利設施用地
961,11,3,,B,商,商業區
962,11,3,,B,商,商業區
963,10,4,,R,住,住宅區
964,11,3,,B,商,商業區
965,30,15,,K3,古蹟區,古蹟保存區
966,30,15,,K3,古蹟區,古蹟保存區
967,11,3,,B,商,商業區
968,11,3,,B,商,商業區
969,11,3,,B,商,商業區
970,11,3,,B,商,商業區
971,10,4,,R,住,住宅區
972,10,4,,R,住,住宅區
973,20,3,,B5,觀商,特定觀光商業專用區
974,30,15,,K,保存,保存區
975,30,15,,K,保存,保存區
976,20,3,,B5,觀商,特定觀光商業專用區
977,20,3,,B5,觀商,特定觀光商業專用區
978,11,3,,B,商,商業區
979,20,3,,B5,觀商,特定觀光商業專用區
980,11,3,,B,商,商業區
981,30,15,,K3,古蹟區,古蹟保存區
982,10,4,,R,住,住宅區
983,47,50,,T,保,保護區
984,11,3,,B,商,商業區
985,30,15,,K,保存,保存區
986,11,3,,B,商,商業區
987,10,4,,R,住,住宅區
988,217,3,,D,特,特定專用區
989,38,13,,PHD,醫專,醫療專用區
990,10,4,,R,住,住宅區
991,10,4,,R,住,住宅區
992,10,4,,R,住,住宅區
993,10,4,,R,住,住宅區
994,10,4,,R,住,住宅區
995,10,4,,R,住,住宅區
996,10,4,,R,住,住宅區
997,10,4,,R,住,住宅區
998,11,3,,B,商,商業區
999,21,9,,I,工,工業區
1000,10,4,,R,住,住宅區
1001,52,14,,A,農,農業區
1002,52,14,,A,農,農業區
1003,52,14,,A,農,農業區
1004,21,9,,I,工,工業區
1005,21,9,,I,工,工業區
1006,10,4,,R,住,住宅區
1007,10,4,,R,住,住宅區
1008,11,3,,B,商,商業區
1009,10,4,,R,住,住宅區
1010,11,3,,B,商,商業區
1011,10,4,,R,住,住宅區
1012,11,3,,B,商,商業區
1013,10,4,,R,住,住宅區
1014,11,3,,B,商,商業區
1015,10,4,,R,住,住宅區
1016,10,4,,R,住,住宅區
1017,11,3,,B,商,商業區
1018,11,3,,B,商,商業區
1019,11,3,,B,商,商業區
1020,11,3,,B,商,商業區
1021,10,4,,R,住,住宅區
1022,10,4,,R,住,住宅區
1023,11,3,,B,商,商業區
1024,10,4,,R,住,住宅區
1025,10,4,,R,住,住宅區
1026,11,3,,B,商,商業區
1027,20,3,,B5,觀商,特定觀光商業專用區
1028,10,4,,R,住,住宅區
1029,11,3,,B,商,商業區
1030,26,10,,C,文教,文教區
1031,26,10,,C,文教,文教區
1032,26,10,,C,文教,文教區
1033,10,4,,R,住,住宅區
1034,10,4,,R,住,住宅區
1035,49,7,,PW1,河川區,河川區
1036,49,7,,PW1,河川區,河川區
1037,49,7,,PW1,河川區,河川區
1038,49,7,,PW1,河川區,河川區
1039,49,7,,PW1,河川區,河川區
1040,49,7,,PW1,河川區,河川區
1041,49,7,,PW1,河川區,河川區
1042,49,7,,PW1,河川區,河川區
1043,49,7,,PW1,河川區,河川區
1044,47,50,,T,保,保護區
1045,47,50,,T,保,保護區
1046,47,50,,T,保,保護區
1047,47,50,,T,保,保護區
1048,47,50,,T,保,保護區
1049,47,50,,T,保,保護區
1050,10,4,,R,住,住宅區
1051,49,7,,PW1,河川區,河川區
1052,47,50,,T,保,保護區
1053,47,50,,T,保,保護區
1054,11,3,,B,商,商業區
1055,10,4,,R,住,住宅區
1056,10,4,,R,住,住宅區
1057,11,3,,B,商,商業區
1058,11,3,,B,商,商業區
1059,11,3,,B,商,商業區
1060,10,4,,R,住,住宅區
1061,11,3,,B,商,商業區
1062,10,4,,R,住,住宅區
1063,11,3,,B,商,商業區
1064,10,4,,R,住,住宅區
1065,10,4,,R,住,住宅區
1066,10,4,,R,住,住宅區
1067,10,4,,R,住,住宅區
1068,11,3,,B,商,商業區
1069,10,4,,R,住,住宅區
1070,11,3,,B,商,商業區
1071,10,4,,R,住,住宅區
1072,11,3,,B,商,商業區
1073,11,3,,B,商,商業區
1074,10,4,,R,住,住宅區
1075,10,4,,R,住,住宅區
1076,11,3,,B,商,商業區
1077,11,3,,B,商,商業區
1078,11,3,,B,商,商業區
1079,11,3,,B,商,商業區
1080,10,4,,R,住,住宅區
1081,10,4,,R,住,住宅區
1082,10,4,,R,住,住宅區
1083,10,4,,R,住,住宅區
1084,10,4,,R,住,住宅區
1085,10,4,,R,住,住宅區
1086,10,4,,R,住,住宅區
1087,10,4,,R,住,住宅區
1088,10,4,,R,住,住宅區
1089,31,14,,L,風,風景區
1090,11,3,,B,商,商業區
1091,11,3,,B,商,商業區
1092,10,4,,R,住,住宅區
1093,10,4,,R,住,住宅區
1094,10,4,,R,住,住宅區
1095,10,4,,R,住,住宅區
1096,11,3,,B,商,商業區
1097,10,4,,R,住,住宅區
1098,10,4,,R,住,住宅區
1099,10,4,,R,住,住宅區
1100,10,4,,R,住,住宅區
1101,10,4,,R,住,住宅區
1102,11,3,,B,商,商業區
1103,10,4,,R,住,住宅區
1104,10,4,,R,住,住宅區
1105,10,4,,R,住,住宅區
1106,26,10,,C,文教,文教區
1107,26,10,,C,文教,文教區
1108,10,4,,R,住,住宅區
1109,11,3,,B,商,商業區
1110,11,3,,B,商,商業區
1111,10,4,,R,住,住宅區
1112,10,4,,R,住,住宅區
1113,10,4,,R,住,住宅區
1114,11,3,,B,商,商業區
1115,10,4,,R,住,住宅區
1116,10,4,,R,住,住宅區
1117,11,3,,B,商,商業區
1118,10,4,,R,住,住宅區
1119,10,4,,R,住,住宅區
1120,11,3,,B,商,商業區
1121,10,4,,R,住,住宅區
1122,10,4,,R,住,住宅區
1123,10,4,,R,住,住宅區
1124,26,10,,C,文教,文教區
1125,10,4,,R,住,住宅區
1126,11,3,,B,商,商業區
1127,10,4,,R,住,住宅區
1128,10,4,,R,住,住宅區
1129,10,4,,R,住,住宅區
1130,11,3,,B,商,商業區
1131,10,4,,R,住,住宅區
1132,10,4,,R,住,住宅區
1133,11,3,,B,商,商業區
1134,10,4,,R,住,住宅區
1135,10,4,,R,住,住宅區
1136,11,3,,B,商,商業區
1137,11,3,,B,商,商業區
1138,10,4,,R,住,住宅區
1139,10,4,,R,住,住宅區
1140,10,4,,R,住,住宅區
1141,10,4,,R,住,住宅區
1142,10,4,,R,住,住宅區
1143,10,4,,R,住,住宅區
1144,49,7,,PW1,河川區,河川區
1145,49,7,,PW1,河川區,河川區
1146,52,14,,A,農,農業區
1147,52,14,,A,農,農業區
1148,10,4,,R,住,住宅區
1149,10,4,,R,住,住宅區
1150,10,4,,R,住,住宅區
1151,10,4,,R,住,住宅區
1152,10,4,,R,住,住宅區
1153,10,4,,R,住,住宅區
1154,10,4,,R,住,住宅區
1155,49,7,,PW1,河川區,河川區
1156,10,4,,R,住,住宅區
1157,10,4,,R,住,住宅區
1158,10,4,,R,住,住宅區
1159,10,4,,R,住,住宅區
1160,11,3,,B,商,商業區
1161,10,4,,R,住,住宅區
1162,10,4,,R,住,住宅區
1163,11,3,,B,商,商業區
1164,10,4,,R,住,住宅區
1165,10,4,,R,住,住宅區
1166,49,7,,PW1,河川區,河川區
1167,49,7,,PW1,河川區,河川區
1168,49,7,,PW1,河川區,河川區
1169,10,4,,R,住,住宅區
1170,10,4,,R,住,住宅區
1171,11,3,,B,商,商業區
1172,10,4,,R,住,住宅區
1173,11,3,,B,商,商業區
1174,10,4,,R,住,住宅區
1175,11,3,,B,商,商業區
1176,10,4,,R,住,住宅區
1177,10,4,,R,住,住宅區
1178,10,4,,R,住,住宅區
1179,10,4,,R,住,住宅區
1180,11,3,,B,商,商業區
1181,10,4,,R,住,住宅區
1182,10,4,,R,住,住宅區
1183,10,4,,R,住,住宅區
1184,31,14,,L,風,風景區
1185,49,7,,PW1,河川區,河川區
1186,10,4,,R,住,住宅區
1187,10,4,,R,住,住宅區
1188,10,4,,R,住,住宅區
1189,47,50,,T,保,保護區
1190,47,50,,T,保,保護區
1191,47,50,,T,保,保護區
1192,47,50,,T,保,保護區
