編號,圖層,顏色,街廓編號,分區代碼,分區簡稱,使用分區
2677,41,10,,PSB,國小,國小用地
2678,41,10,,PSD,高中,高中用地
2679,41,10,,PSB,國小,國小用地
2680,41,10,,PSC,國中,國中用地
2681,41,10,,PSB,國小,國小用地
2682,41,10,,PSB,國小,國小用地
2683,44,13,,PUE1,自來水廠,自來水廠用地
2684,35,13,,PG,機,機關用地
2685,48,5,,PFE,堤,堤防用地
2686,48,5,,PFE,堤,堤防用地
2687,42,18,,PTA,交,交通用地
2688,42,18,,PTA,交,交通用地
2689,42,18,,PTA,交,交通用地
2690,42,18,,PTA,交,交通用地
2691,32,19,,PEA,公,公園用地
2692,45,13,,PUF1,郵電,郵政電信用地
2693,42,18,,PTA,交,交通用地
2694,46,13,,PUC,電信,電信用地
2695,42,18,,PTA,交,交通用地
2696,42,18,,PTA,交,交通用地
2697,38,13,,PHI,醫療衛生,醫療及衛生用地
2698,35,13,,PG,機,機關用地
2699,42,18,,PTA,交,交通用地
2700,35,13,,PG,機,機關用地
2701,42,18,,PTA,交,交通用地
2702,42,18,,PTA,交,交通用地
2703,42,18,,PTA,交,交通用地
2704,35,13,,PG,機,機關用地
2705,46,13,,PUC,電信,電信用地
2706,32,19,,PEA,公,公園用地
2707,42,18,,PTA,交,交通用地
2708,32,19,,PEA,公,公園用地
2709,32,19,,PEA,公,公園用地
2710,32,19,,PEA,公,公園用地
2711,32,19,,PEA,公,公園用地
2712,32,19,,PEA,公,公園用地
2713,42,18,,PTA,交,交通用地
2714,34,17,,PED1,交廣,交通廣場用地
2715,42,18,,PTA,交,交通用地
2716,41,10,,PSB,國小,國小用地
2717,48,5,,PFE,堤,堤防用地
2718,42,18,,PTA,交,交通用地
2719,32,19,,PEB,綠,綠地用地
2720,41,10,,PS,文,學校用地
2721,32,19,,PEB,綠,綠地用地
2722,32,19,,PEB,綠,綠地用地
2723,32,19,,PEA,公,公園用地
2724,32,19,,PEB,綠,綠地用地
2725,40,18,,PPA,垃圾處理場,垃圾處理場用地
2726,41,10,,PSD,高中,高中用地
2727,35,13,,PG,機,機關用地
2728,32,19,,PEB,綠,綠地用地
2729,41,10,,PSB,國小,國小用地
2730,32,19,,PEB,綠,綠地用地
2731,32,19,,PEA,公,公園用地
2732,41,10,,PSB,國小,國小用地
2733,41,10,,PSB,國小,國小用地
2734,41,10,,PSF7,藝術大學,國立臺北藝術大學用地
2735,41,10,,PSC,國中,國中用地
2736,32,19,,PEA,公,公園用地
2737,41,10,,PSB,國小,國小用地
2738,49,7,,PFA,河道,河道用地
2739,49,7,,PFA,河道,河道用地
2740,41,10,,PSC,國中,國中用地
2741,41,10,,PSB,國小,國小用地
2742,41,10,,PSC,國中,國中用地
2743,42,18,,PTA,交,交通用地
2744,41,10,,PSB,國小,國小用地
2745,38,13,,PHC,醫療,醫療用地
2746,38,13,,PHC,醫療,醫療用地
2747,35,13,,PG,機,機關用地
2748,38,13,,PHC,醫療,醫療用地
2749,46,18,,PUB1,變,變電所用地
2750,50,34,,PDB,墓,公墓用地
2751,41,10,,PSF9,國立陽明大學,國立陽明大學用地
2752,49,13,,PFD1,抽,抽水站用地
2753,41,10,,PSB,國小,國小用地
2754,41,10,,PSB,國小,國小用地
2755,41,10,,PSC,國中,國中用地
2756,41,10,,PSC,國中,國中用地
2757,41,10,,PSB,國小,國小用地
2758,41,10,,PSC,國中,國中用地
2759,32,19,,PEA,公,公園用地
2760,42,18,,PTA,交,交通用地
2761,112,18,,PUB,電力,電力設施用地
2762,42,18,,PTA,交,交通用地
2763,42,18,,PTA,交,交通用地
2764,42,18,,PTA,交,交通用地
2765,41,10,,PSD,高中,高中用地
2766,41,10,,PSB,國小,國小用地
2767,34,17,,PED,廣場,廣場用地
2768,42,18,,PTA,交,交通用地
2769,42,18,,PTA,交,交通用地
2770,38,13,,PHC,醫療,醫療用地
2771,32,19,,PEB,綠,綠地用地
2772,35,13,,PG,機,機關用地
2773,42,18,,PTA,交,交通用地
2774,32,19,,PEA,公,公園用地
2775,32,19,,PEA,公,公園用地
2776,32,19,,PEA,公,公園用地
2777,39,16,,PM,市,市場用地
2778,32,19,,PEA,公,公園用地
2779,49,7,,PFA,河道,河道用地
2780,44,13,,PUE2,自,自來水用地
2781,41,10,,PSB,國小,國小用地
2782,112,18,,PUB,電力,電力設施用地
2783,42,18,,PTA,交,交通用地
2784,32,19,,PEA,公,公園用地
2785,32,19,,PEA,公,公園用地
2786,48,5,,PFE,堤,堤防用地
2787,48,5,,PFE,堤,堤防用地
2788,32,19,,PEA,公,公園用地
2789,41,10,,PSB,國小,國小用地
2790,41,10,,PSF,大專,大專用地
2791,32,19,,PEA,公,公園用地
2792,42,18,,PTA,交,交通用地
2793,32,19,,PEA,公,公園用地
2794,42,18,,PTA,交,交通用地
2795,32,19,,PEB,綠,綠地用地
2796,32,19,,PEB,綠,綠地用地
2797,32,19,,PEB,綠,綠地用地
2798,48,5,,PFE,堤,堤防用地
2799,32,19,,PEA,公,公園用地
2800,48,5,,PFE,堤,堤防用地
2801,32,19,,PEA,公,公園用地
2802,41,10,,PSF7,藝術大學,國立臺北藝術大學用地
2803,49,7,,PFB,排水溝,排水溝用地
2804,49,7,,PFB,排水溝,排水溝用地
2805,49,7,,PFB,排水溝,排水溝用地
2806,49,13,,PFD1,抽,抽水站用地
2807,41,10,,PSF5,師範大學,師範大學用地
2808,49,13,,PFD1,抽,抽水站用地
2809,41,10,,PSB,國小,國小用地
2810,32,19,,PEA,公,公園用地
2811,32,19,,PEA,公,公園用地
2812,42,18,,PTA,交,交通用地
2813,42,18,,PTA,交,交通用地
2814,41,10,,PSB,國小,國小用地
2815,41,10,,PSB,國小,國小用地
2816,32,19,,PEA,公,公園用地
2817,42,18,,PTA,交,交通用地
2818,41,10,,PSB,國小,國小用地
2819,41,10,,PSC,國中,國中用地
2820,46,13,,PUC,電信,電信用地
2821,41,10,,PSC,國中,國中用地
2822,32,19,,PEA,公,公園用地
2823,35,13,,PG,機,機關用地
2824,41,10,,PSB,國小,國小用地
2825,42,18,,PTA,交,交通用地
2826,42,18,,PTA,交,交通用地
2827,42,18,,PTA,交,交通用地
2828,46,18,,PUB1,變,變電所用地
2829,41,10,,PSC,國中,國中用地
2830,41,10,,PSB,國小,國小用地
2831,41,10,,PSB,國小,國小用地
2832,32,19,,PEA,公,公園用地
2833,42,18,,PTA6,道路護坡,道路護坡用地
2834,42,18,,PTA,交,交通用地
2835,32,19,,PEA,公,公園用地
2836,42,18,,PTA,交,交通用地
2837,32,19,,PEB,綠,綠地用地
2838,42,18,,PTA4,隧道,隧道用地
2839,33,19,,PEC2,體育場,體育場用地
2840,35,13,,PG,機,機關用地
2841,35,13,,PG,機,機關用地
2842,49,13,,PFD1,抽,抽水站用地
2843,49,7,,PFB,排水溝,排水溝用地
2844,35,13,,PG,機,機關用地
2845,49,7,,PFB,排水溝,排水溝用地
2846,44,13,,PUE,水,自來水事業用地
2847,32,19,,PEB,綠,綠地用地
2848,32,19,,PEB,綠,綠地用地
2849,41,10,,PSB,國小,國小用地
2850,35,13,,PG,機,機關用地
2851,49,13,,PFD1,抽,抽水站用地
2852,32,19,,PEA,公,公園用地
2853,32,19,,PEA,公,公園用地
2854,32,19,,PEA,公,公園用地
2855,41,10,,PSD,高中,高中用地
2856,41,10,,PSB,國小,國小用地
2857,49,13,,PFD1,抽,抽水站用地
2858,49,13,,PFD1,抽,抽水站用地
2859,41,10,,PSB,國小,國小用地
2860,41,10,,PSF,大專,大專用地
2861,41,10,,PSB,國小,國小用地
2862,35,13,,PG,機,機關用地
2863,41,10,,PSC,國中,國中用地
2864,41,10,,PSB,國小,國小用地
2865,46,18,,PUB1,變,變電所用地
2866,37,13,,PGC,軍事機關,軍事機關用地
2867,42,18,,PTA,交,交通用地
2868,42,18,,PTA,交,交通用地
2869,42,18,,PTA,交,交通用地
2870,42,18,,PTA,交,交通用地
2871,42,18,,PTA,交,交通用地
2872,42,18,,PTA,交,交通用地
2873,42,18,,PTA,交,交通用地
2874,49,7,,PFB,排水溝,排水溝用地
2875,49,7,,PFB,排水溝,排水溝用地
2876,32,19,,PEA,公,公園用地
2877,32,19,,PEA,公,公園用地
2878,32,19,,PEB,綠,綠地用地
2879,38,13,,PHC,醫療,醫療用地
2880,41,10,,PSC,國中,國中用地
2881,41,10,,PSB,國小,國小用地
2882,46,13,,PUC,電信,電信用地
2883,32,19,,PEA,公,公園用地
2884,32,19,,PEA,公,公園用地
2885,41,10,,PSB,國小,國小用地
2886,41,10,,PSB,國小,國小用地
2887,32,19,,PEB,綠,綠地用地
2888,41,10,,PSF4,政治大學,政治大學用地
2889,44,13,,PUE2,自,自來水用地
2890,41,10,,PSC,國中,國中用地
2891,41,10,,PSF4,政治大學,政治大學用地
2892,32,19,,PEB,綠,綠地用地
2893,42,11,,PTA3,高速公路,高速公路用地
2894,33,19,,PEC3,動物園,動物園用地
2895,49,13,,PFD1,抽,抽水站用地
2896,41,10,,PSB,國小,國小用地
2897,32,19,,PEB,綠,綠地用地
2898,41,10,,PSB,國小,國小用地
2899,44,13,,PUE,水,自來水事業用地
2900,46,13,,PUC,電信,電信用地
2901,41,10,,PSD,高中,高中用地
2902,41,10,,PSF4,政治大學,政治大學用地
2903,42,18,,PTA2,人行步道,人行步道(無遮簷)
2904,42,18,,PTA2,人行步道,人行步道(無遮簷)
2905,42,11,,PTA3,高速公路,高速公路用地
2906,32,19,,PEB,綠,綠地用地
2907,42,11,,PTA3,高速公路,高速公路用地
2908,48,5,,PFE,堤,堤防用地
2909,48,5,,PFE,堤,堤防用地
2910,42,18,,PTA,交,交通用地
2911,49,13,,PFD1,抽,抽水站用地
2912,276,10,,PSE,高職,高職用地
2913,32,19,,PEA,公,公園用地
2914,41,10,,PSB,國小,國小用地
2915,42,18,,PTA,交,交通用地
2916,40,18,,PPB,垃圾掩埋場,垃圾掩理場用地
2917,40,18,,PPA,垃圾處理場,垃圾處理場用地
2918,40,18,,PPB,垃圾掩埋場,垃圾掩理場用地
2919,42,18,,PTA4,隧道,隧道用地
2920,42,18,,PTA5,護坡,護坡用地
2921,42,18,,PTA5,護坡,護坡用地
2922,42,18,,PTA,交,交通用地
2923,41,10,,PSB,國小,國小用地
2924,32,19,,PEB,綠,綠地用地
2925,32,19,,PEB,綠,綠地用地
2926,42,18,,PTA4,隧道,隧道用地
2927,49,13,,PFC2,調節池,防洪調節池用地
2928,49,7,,PFB,排水溝,排水溝用地
2929,41,10,,PSC,國中,國中用地
2930,41,10,,PSD,高中,高中用地
2931,35,13,,PG,機,機關用地
2932,44,13,,PUE,水,自來水事業用地
2933,35,13,,PG,機,機關用地
2934,44,13,,PUE2,自,自來水用地
2935,42,11,,PTA3,高速公路,高速公路用地
2936,43,16,,PTD,停,停車場用地
2937,44,13,,PUE3,自來水工程,自來水工程用地
2938,42,18,,PTA,交,交通用地
2939,32,19,,PEA,公,公園用地
2940,32,19,,PEB,綠,綠地用地
2941,32,19,,PEB,綠,綠地用地
2942,32,19,,PEB,綠,綠地用地
2943,32,19,,PEA,公,公園用地
2944,42,11,,PTA3,高速公路,高速公路用地
2945,44,13,,PFD2,污抽,污水抽水站用地
2946,40,18,,PPA,垃圾處理場,垃圾處理場用地
2947,40,18,,PPB,垃圾掩埋場,垃圾掩理場用地
2948,35,13,,PG,機,機關用地
2949,42,18,,PTA,交,交通用地
2950,32,19,,PEA,公,公園用地
2951,32,19,,PEB,綠,綠地用地
2952,45,13,,PUF,郵,郵政用地
2953,41,10,,PSB,國小,國小用地
2954,32,19,,PEB,綠,綠地用地
2955,32,19,,PEA,公,公園用地
2956,32,19,,PEA,公,公園用地
2957,46,18,,PUB1,變,變電所用地
2958,41,10,,PSC,國中,國中用地
2959,43,18,,PTB,鐵,鐵路用地
2960,43,18,,PTB,鐵,鐵路用地
2961,43,18,,PTB,鐵,鐵路用地
2962,41,10,,PSB,國小,國小用地
2963,41,10,,PSD,高中,高中用地
2964,41,10,,PSB,國小,國小用地
2965,41,10,,PSC,國中,國中用地
2966,41,10,,PSB,國小,國小用地
2967,32,19,,PEA,公,公園用地
2968,32,19,,PEA,公,公園用地
2969,32,19,,PEA,公,公園用地
2970,32,19,,PEA,公,公園用地
2971,41,10,,PSC,國中,國中用地
2972,41,10,,PSB,國小,國小用地
2973,41,10,,PSF,大專,大專用地
2974,32,19,,PEA,公,公園用地
2975,32,19,,PEA,公,公園用地
2976,32,19,,PEA,公,公園用地
2977,41,10,,PSF,大專,大專用地
2978,41,10,,PSF,大專,大專用地
2979,32,19,,PEA,公,公園用地
2980,32,19,,PEA,公,公園用地
2981,41,10,,PSD,高中,高中用地
2982,32,19,,PEA,公,公園用地
2983,32,19,,PEA,公,公園用地
2984,35,13,,PG,機,機關用地
2985,32,19,,PEA,公,公園用地
2986,32,19,,PEA,公,公園用地
2987,41,10,,PSB,國小,國小用地
2988,41,10,,PSB,國小,國小用地
2989,41,10,,PSC,國中,國中用地
2990,39,16,,PM,市,市場用地
2991,32,19,,PEA,公,公園用地
2992,32,19,,PEA,公,公園用地
2993,32,19,,PEA,公,公園用地
2994,32,19,,PEA,公,公園用地
2995,32,19,,PEA,公,公園用地
2996,49,13,,PFD1,抽,抽水站用地
2997,32,19,,PEA,公,公園用地
2998,32,19,,PEA,公,公園用地
2999,32,19,,PEA,公,公園用地
3000,32,19,,PEA,公,公園用地
3001,32,19,,PEA,公,公園用地
3002,32,19,,PEA,公,公園用地
3003,39,16,,PM,市,市場用地
3004,32,19,,PEA,公,公園用地
3005,39,16,,PM,市,市場用地
3006,42,18,,PTA,交,交通用地
3007,50,4,,PDA,殯,殯儀館用地
3008,39,16,,PMA,批,批發市場用地
3009,39,16,,PMA,批,批發市場用地
3010,32,19,,PEA,公,公園用地
3011,32,19,,PEA,公,公園用地
3012,32,19,,PEA,公,公園用地
3013,43,18,,PTG2,轉運站,轉運站用地
3014,41,10,,PSC,國中,國中用地
3015,49,13,,PFD1,抽,抽水站用地
3016,41,10,,PSB,國小,國小用地
3017,49,13,,PFD1,抽,抽水站用地
3018,32,19,,PEA,公,公園用地
3019,41,10,,PSB,國小,國小用地
3020,32,19,,PEB,綠,綠地用地
3021,32,19,,PEB,綠,綠地用地
3022,32,19,,PEB,綠,綠地用地
3023,32,19,,PEB,綠,綠地用地
3024,42,18,,PTA8,擋土牆護坡,擋土牆護坡用地
3025,42,18,,PTA8,擋土牆護坡,擋土牆護坡用地
3026,41,10,,PSB,國小,國小用地
3027,35,13,,PG,機,機關用地
3028,35,13,,PG,機,機關用地
3029,35,13,,PG,機,機關用地
3030,32,19,,PEA,公,公園用地
3031,40,18,,PPC,污,污水處理場用地
3032,49,7,,PFB,排水溝,排水溝用地
3033,43,18,,PTC,車站,車站用地
3034,43,18,,PTE,機場,機場用地
3035,43,18,,PTE,機場,機場用地
3036,40,18,,PPC,污,污水處理場用地
3037,36,13,,PGB4,消防,消防用地
3038,49,13,,PFD1,抽,抽水站用地
3039,43,18,,PTE,機場,機場用地
3040,32,19,,PEA,公,公園用地
3041,32,19,,PEA,公,公園用地
3042,32,19,,PEA,公,公園用地
3043,49,7,,PW,河川,河川用地
3044,46,18,,PUB1,變,變電所用地
3045,43,18,,PTE,機場,機場用地
3046,41,10,,PSB,國小,國小用地
3047,49,13,,PFD1,抽,抽水站用地
3048,49,13,,PFD1,抽,抽水站用地
3049,32,19,,PEA,公,公園用地
3050,37,13,,PGC,軍事機關,軍事機關用地
3051,42,11,,PTA3,高速公路,高速公路用地
3052,42,11,,PTA3,高速公路,高速公路用地
3053,42,11,,PTA3,高速公路,高速公路用地
3054,32,19,,PEA,公,公園用地
3055,32,19,,PEA,公,公園用地
3056,32,19,,PEA,公,公園用地
3057,32,19,,PEA,公,公園用地
3058,42,18,,PTA,交,交通用地
3059,42,18,,PTA,交,交通用地
3060,42,18,,PTA,交,交通用地
3061,42,18,,PTA,交,交通用地
3062,42,18,,PTA,交,交通用地
3063,35,13,,PG,機,機關用地
3064,49,7,,PFB,排水溝,排水溝用地
3065,42,18,,PTA,交,交通用地
3066,42,18,,PTA,交,交通用地
3067,49,13,,PFD1,抽,抽水站用地
3068,43,16,,PTD,停,停車場用地
3069,41,10,,PSB,國小,國小用地
3070,32,19,,PEA,公,公園用地
3071,49,13,,PFD1,抽,抽水站用地
3072,32,19,,PEA,公,公園用地
3073,49,13,,PFD1,抽,抽水站用地
3074,32,19,,PEA,公,公園用地
3075,35,13,,PG,機,機關用地
3076,45,13,,PUF,郵,郵政用地
3077,35,13,,PG,機,機關用地
3078,33,19,,PEC2,體育場,體育場用地
3079,36,13,,PGB4,消防,消防用地
3080,43,18,,PTB,鐵,鐵路用地
3081,35,13,,PG,機,機關用地
3082,41,10,,PSC,國中,國中用地
3083,41,10,,PSB,國小,國小用地
3084,46,13,,PUC,電信,電信用地
3085,49,7,,PFB,排水溝,排水溝用地
3086,42,18,,PTA,交,交通用地
3087,42,18,,PTA,交,交通用地
3088,39,16,,PM,市,市場用地
3089,34,17,,PED,廣場,廣場用地
3090,35,13,,PG,機,機關用地
3091,41,10,,PSB,國小,國小用地
3092,42,11,,PTA3,高速公路,高速公路用地
3093,32,19,,PEA,公,公園用地
3094,43,18,,PTE,機場,機場用地
3095,32,19,,PEAB,公園廣場,公園廣場用地
3096,43,18,,PTB,鐵,鐵路用地
3097,49,7,,PFB,排水溝,排水溝用地
3098,49,7,,PFB,排水溝,排水溝用地
3099,42,18,,PTA5,護坡,護坡用地
3100,42,18,,PTA5,護坡,護坡用地
3101,42,18,,PTA4,隧道,隧道用地
3102,42,18,,PTA,交,交通用地
3103,41,10,,PSC,國中,國中用地
3104,49,7,,PFB,排水溝,排水溝用地
3105,49,7,,PFB,排水溝,排水溝用地
3106,41,10,,PSB,國小,國小用地
3107,41,10,,PSC,國中,國中用地
3108,41,10,,PSB,國小,國小用地
3109,26,10,,CED,德明商專,私立德明商專學校用地
3110,26,10,,CDH,西湖工商,私立西湖工商學校用地
3111,26,10,,CED,德明商專,私立德明商專學校用地
3112,41,10,,PSB,國小,國小用地
3113,32,19,,PEB,綠,綠地用地
3114,32,19,,PEB,綠,綠地用地
3115,32,19,,PEB,綠,綠地用地
3116,32,19,,PEB,綠,綠地用地
3117,32,19,,PEB,綠,綠地用地
3118,32,19,,PEB,綠,綠地用地
3119,32,19,,PEB,綠,綠地用地
3120,32,19,,PEB,綠,綠地用地
3121,32,19,,PEB,綠,綠地用地
3122,32,19,,PEB,綠,綠地用地
3123,32,19,,PEB,綠,綠地用地
3124,32,19,,PEB,綠,綠地用地
3125,32,19,,PEA,公,公園用地
3126,32,19,,PEB,綠,綠地用地
3127,32,19,,PEB,綠,綠地用地
3128,32,19,,PEA,公,公園用地
3129,42,11,,PTA3,高速公路,高速公路用地
3130,42,11,,PTA3,高速公路,高速公路用地
3131,42,11,,PTA3,高速公路,高速公路用地
3132,42,11,,PTA3,高速公路,高速公路用地
3133,42,11,,PTA3,高速公路,高速公路用地
3134,33,19,,PEC2,體育場,體育場用地
3135,32,19,,PEA1,公綠,公園綠地
3136,32,19,,PEA1,公綠,公園綠地
3137,32,19,,PEA1,公綠,公園綠地
3138,32,19,,PEA1,公綠,公園綠地
3139,32,19,,PEA1,公綠,公園綠地
3140,32,19,,PEB,綠,綠地用地
3141,32,19,,PEA1,公綠,公園綠地
3142,43,16,,PTD,停,停車場用地
3143,42,11,,PTA3,高速公路,高速公路用地
3144,42,11,,PTA3,高速公路,高速公路用地
3145,42,11,,PTA3,高速公路,高速公路用地
3146,41,10,,PSC,國中,國中用地
3147,41,10,,PSB,國小,國小用地
3148,41,10,,PSD,高中,高中用地
3149,41,10,,PSB,國小,國小用地
3150,112,18,,PUB,電力,電力設施用地
3151,42,18,,PTA,交,交通用地
3152,42,18,,PTA,交,交通用地
3153,42,18,,PTA,交,交通用地
3154,42,18,,PTA,交,交通用地
3155,41,10,,PS,文,學校用地
3156,35,13,,PG,機,機關用地
3157,46,13,,PUC,電信,電信用地
3158,41,10,,PSD2,復興劇校,復興劇校學校用地
3159,32,19,,PEA,公,公園用地
3160,32,19,,PEA,公,公園用地
3161,41,10,,PSB,國小,國小用地
3162,42,18,,PTA4,隧道,隧道用地
3163,42,18,,PTA4,隧道,隧道用地
3164,42,18,,PTA4,隧道,隧道用地
3165,42,18,,PTA6,道路護坡,道路護坡用地
3166,42,18,,PTA6,道路護坡,道路護坡用地
3167,42,18,,PTA6,道路護坡,道路護坡用地
3168,35,13,,PG,機,機關用地
3169,42,18,,PTA6,道路護坡,道路護坡用地
3170,32,19,,PEA,公,公園用地
3171,32,19,,PEA,公,公園用地
3172,41,10,,PSB,國小,國小用地
3173,42,18,,PTA,交,交通用地
3174,42,18,,PTA,交,交通用地
3175,32,19,,PEA,公,公園用地
3176,32,19,,PEA,公,公園用地
3177,40,18,,PPC,污,污水處理場用地
3178,32,19,,PEA,公,公園用地
3179,32,19,,PEA,公,公園用地
3180,41,10,,PSC,國中,國中用地
3181,35,13,,PG,機,機關用地
3182,32,19,,PEA,公,公園用地
3183,41,10,,PSB,國小,國小用地
3184,35,13,,PG,機,機關用地
3185,42,18,,PTA,交,交通用地
3186,45,13,,PUF,郵,郵政用地
3187,32,19,,PEA,公,公園用地
3188,44,13,,PUE,水,自來水事業用地
3189,41,10,,PSC,國中,國中用地
3190,41,10,,PSD,高中,高中用地
3191,26,10,,CDI,文德女中,私立文德女中學校用地
3192,42,18,,PTA,交,交通用地
3193,32,19,,PEA,公,公園用地
3194,32,19,,PEA,公,公園用地
3195,32,19,,PEA,公,公園用地
3196,32,19,,PEA,公,公園用地
3197,41,10,,PSC,國中,國中用地
3198,46,18,,PUA,煤氣,煤氣公用事業用地
3199,35,13,,PG,機,機關用地
3200,46,13,,PUC,電信,電信用地
3201,45,13,,PUF,郵,郵政用地
3202,41,10,,PSB,國小,國小用地
3203,46,18,,PUB1,變,變電所用地
3204,35,13,,PG,機,機關用地
3205,35,13,,PG,機,機關用地
3206,42,18,,PTA5,護坡,護坡用地
3207,41,10,,PSB,國小,國小用地
3208,42,18,,PTA5,護坡,護坡用地
3209,32,19,,PEA,公,公園用地
3210,42,18,,PTA4,隧道,隧道用地
3211,42,18,,PTA4,隧道,隧道用地
3212,42,18,,PTA4,隧道,隧道用地
3213,42,18,,PTA6,道路護坡,道路護坡用地
3214,42,18,,PTA,交,交通用地
3215,41,10,,PSB,國小,國小用地
3216,41,10,,PSC,國中,國中用地
3217,41,10,,PSB,國小,國小用地
3218,41,10,,PSD,高中,高中用地
3219,35,13,,PG,機,機關用地
3220,35,13,,PG,機,機關用地
3221,35,13,,PG,機,機關用地
3222,35,13,,PG,機,機關用地
3223,32,19,,PEA,公,公園用地
3224,41,10,,PSB,國小,國小用地
3225,41,10,,PSC,國中,國中用地
3226,32,19,,PEB,綠,綠地用地
3227,35,13,,PG,機,機關用地
3228,32,19,,PEA,公,公園用地
3229,32,19,,PEA,公,公園用地
3230,40,18,,PPA,垃圾處理場,垃圾處理場用地
3231,49,13,,PFD1,抽,抽水站用地
3232,49,13,,PFD1,抽,抽水站用地
3233,35,13,,PG,機,機關用地
3234,46,18,,PUB1,變,變電所用地
3235,45,13,,PUF,郵,郵政用地
3236,39,16,,PMA,批,批發市場用地
3237,39,16,,PMA,批,批發市場用地
3238,49,13,,PFD1,抽,抽水站用地
3239,40,18,,PPC,污,污水處理場用地
3240,42,11,,PTA3,高速公路,高速公路用地
3241,49,13,,PFD1,抽,抽水站用地
3242,40,18,,PPC,污,污水處理場用地
3243,49,13,,PFD1,抽,抽水站用地
3244,35,13,,PG,機,機關用地
3245,32,19,,PEA,公,公園用地
3246,49,13,,PFC2,調節池,防洪調節池用地
3247,49,13,,PFC2,調節池,防洪調節池用地
3248,46,18,,PUA,煤氣,煤氣公用事業用地
3249,49,13,,PFC2,調節池,防洪調節池用地
3250,42,18,,PTA5,護坡,護坡用地
3251,42,18,,PTA5,護坡,護坡用地
3252,112,18,,PUB,電力,電力設施用地
3253,32,19,,PEA,公,公園用地
3254,32,19,,PEA,公,公園用地
3255,32,19,,PEA,公,公園用地
3256,32,19,,PEA,公,公園用地
3257,32,19,,PEA,公,公園用地
3258,32,19,,PEA,公,公園用地
3259,32,19,,PEA,公,公園用地
3260,32,19,,PEA,公,公園用地
3261,32,19,,PEA,公,公園用地
3262,32,19,,PEA,公,公園用地
3263,42,18,,PTA,交,交通用地
3264,42,18,,PTA,交,交通用地
3265,42,18,,PTA,交,交通用地
3266,42,11,,PTA3,高速公路,高速公路用地
3267,42,11,,PTA3,高速公路,高速公路用地
3268,32,19,,PEA,公,公園用地
3269,42,18,,PTA5,護坡,護坡用地
3270,35,13,,PG,機,機關用地
3271,35,13,,PG,機,機關用地
3272,112,18,,PUB,電力,電力設施用地
3273,112,18,,PUB,電力,電力設施用地
3274,112,18,,PUB,電力,電力設施用地
3275,112,18,,PUB,電力,電力設施用地
3276,112,18,,PUB,電力,電力設施用地
3277,112,18,,PUB,電力,電力設施用地
3278,112,18,,PUB,電力,電力設施用地
3279,112,18,,PUB,電力,電力設施用地
3280,112,18,,PUB,電力,電力設施用地
3281,112,18,,PUB,電力,電力設施用地
3282,112,18,,PUB,電力,電力設施用地
3283,112,18,,PUB,電力,電力設施用地
3284,112,18,,PUB,電力,電力設施用地
3285,112,18,,PUB,電力,電力設施用地
3286,112,18,,PUB,電力,電力設施用地
3287,112,18,,PUB,電力,電力設施用地
3288,112,18,,PUB,電力,電力設施用地
3289,112,18,,PUB,電力,電力設施用地
3290,112,18,,PUB,電力,電力設施用地
3291,112,18,,PUB,電力,電力設施用地
3292,112,18,,PUB,電力,電力設施用地
3293,112,18,,PUB,電力,電力設施用地
3294,112,18,,PUB,電力,電力設施用地
3295,112,18,,PUB,電力,電力設施用地
3296,49,13,,PFC2,調節池,防洪調節池用地
3297,112,18,,PUB,電力,電力設施用地
3298,112,18,,PUB,電力,電力設施用地
3299,112,18,,PUB,電力,電力設施用地
3300,35,13,,PG,機,機關用地
3301,32,19,,PEA,公,公園用地
3302,32,19,,PEA,公,公園用地
3303,35,13,,PG,機,機關用地
3304,32,19,,PEA,公,公園用地
3305,32,19,,PEA,公,公園用地
3306,35,13,,PG,機,機關用地
3307,32,19,,PEA1,公綠,公園綠地
3308,42,11,,PTA3,高速公路,高速公路用地
3309,42,11,,PTA3,高速公路,高速公路用地
3310,42,18,,PTA,交,交通用地
3311,145,13,,PTE5,公調,公車調度站用地
3312,145,13,,PTE5,公調,公車調度站用地
3313,112,18,,PUB,電力,電力設施用地
3314,35,13,,PG,機,機關用地
3315,35,13,,PG,機,機關用地
3316,35,13,,PG,機,機關用地
3317,50,34,,PDB,墓,公墓用地
3318,50,34,,PDB,墓,公墓用地
3319,39,16,,PM,市,市場用地
3320,48,5,,PFE,堤,堤防用地
3321,48,5,,PFE,堤,堤防用地
3322,50,34,,PDB1,軍人公墓,軍人公墓用地
3323,42,18,,PTA,交,交通用地
3324,42,18,,PTA,交,交通用地
3325,42,18,,PTA,交,交通用地
3326,35,13,,PG,機,機關用地
3327,42,18,,PTA,交,交通用地
3328,42,18,,PTA,交,交通用地
3329,42,18,,PTA,交,交通用地
3330,42,18,,PTA,交,交通用地
3331,32,19,,PEA,公,公園用地
3332,50,34,,PDB,墓,公墓用地
3333,50,34,,PDB,墓,公墓用地
3334,50,34,,PDB,墓,公墓用地
3335,42,18,,PTA,交,交通用地
3336,42,18,,PTA,交,交通用地
3337,42,18,,PTA,交,交通用地
3338,35,13,,PG,機,機關用地
3339,41,10,,PSD,高中,高中用地
3340,42,18,,PTA,交,交通用地
3341,42,18,,PTA,交,交通用地
3342,41,10,,PSC,國中,國中用地
3343,41,10,,PSB,國小,國小用地
3344,42,18,,PTA,交,交通用地
